locus_tag	ftype	length_bp	gene	EC_number	COG	product
NDPPBKPF_01210	CDS	762	suhB_3	3.1.3.25	COG0483	Inositol-1-monophosphatase
NDPPBKPF_01211	CDS	1014	ccpA_1		COG1609	Catabolite control protein A
NDPPBKPF_01212	CDS	771	rbn_1	3.1.26.11		Ribonuclease BN
NDPPBKPF_01213	CDS	1062	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NDPPBKPF_01214	CDS	1140				hypothetical protein
NDPPBKPF_01215	CDS	834				hypothetical protein
NDPPBKPF_01216	CDS	858				hypothetical protein
NDPPBKPF_01217	CDS	282				hypothetical protein
NDPPBKPF_01218	CDS	1605	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
NDPPBKPF_01219	CDS	330	soxS_2			Regulatory protein SoxS
NDPPBKPF_01220	CDS	459	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
NDPPBKPF_01221	CDS	669				hypothetical protein
NDPPBKPF_01222	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
NDPPBKPF_01223	CDS	1647	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
NDPPBKPF_01224	CDS	882	oxyR_2			Hydrogen peroxide-inducible genes activator
NDPPBKPF_01225	CDS	408	cidA			Holin-like protein CidA
NDPPBKPF_01226	CDS	690	yohK_1		COG1346	Inner membrane protein YohK
NDPPBKPF_01227	CDS	540	ycbV		COG3539	putative fimbrial-like protein YcbV
NDPPBKPF_01228	CDS	690	lpfB			putative fimbrial chaperone LpfB
NDPPBKPF_01229	CDS	2580	fimD_4		COG3188	Outer membrane usher protein FimD
NDPPBKPF_01230	CDS	552				hypothetical protein
NDPPBKPF_01231	CDS	1098				hypothetical protein
NDPPBKPF_01232	CDS	1656	actP		COG4147	Cation/acetate symporter ActP
NDPPBKPF_01233	CDS	312	yjcH		COG3162	Inner membrane protein YjcH
NDPPBKPF_01234	CDS	1959	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
NDPPBKPF_01235	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
NDPPBKPF_01236	CDS	687				hypothetical protein
NDPPBKPF_01237	CDS	1680	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
NDPPBKPF_01238	CDS	420	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
NDPPBKPF_01239	CDS	729	ompR_1			Transcriptional regulatory protein OmpR
NDPPBKPF_01240	CDS	759				hypothetical protein
NDPPBKPF_01241	CDS	918				hypothetical protein
NDPPBKPF_01242	CDS	1008	rbsK_1	2.7.1.15	COG0524	Ribokinase
NDPPBKPF_01243	CDS	942	rbsB_1		COG1879	Ribose import binding protein RbsB
NDPPBKPF_01244	CDS	999	rbsC_3		COG1172	Ribose import permease protein RbsC
NDPPBKPF_01245	CDS	1521	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
NDPPBKPF_01246	CDS	2286	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
NDPPBKPF_01247	CDS	369				hypothetical protein
NDPPBKPF_01248	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
NDPPBKPF_01249	CDS	564	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
NDPPBKPF_01250	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
NDPPBKPF_01251	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
NDPPBKPF_01252	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
NDPPBKPF_01253	CDS	849	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
NDPPBKPF_01254	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
NDPPBKPF_01255	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
NDPPBKPF_01256	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
NDPPBKPF_01257	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
NDPPBKPF_01258	CDS	435				hypothetical protein
NDPPBKPF_01259	CDS	336				hypothetical protein
NDPPBKPF_01260	CDS	1503	proP_1			Proline/betaine transporter
NDPPBKPF_01261	CDS	939	melR			Melibiose operon regulatory protein
NDPPBKPF_01262	CDS	1353	melA	3.2.1.22	COG1486	Alpha-galactosidase
NDPPBKPF_01263	CDS	1404	melB		COG2211	Melibiose carrier protein
NDPPBKPF_01264	CDS	957	parM			Plasmid segregation protein ParM
NDPPBKPF_01265	CDS	372				hypothetical protein
NDPPBKPF_01266	CDS	306	cbpM			Chaperone modulatory protein CbpM
NDPPBKPF_01267	CDS	918	cbpA		COG2214	Curved DNA-binding protein
NDPPBKPF_01268	CDS	759				hypothetical protein
NDPPBKPF_01269	CDS	786				hypothetical protein
NDPPBKPF_01270	CDS	450				hypothetical protein
NDPPBKPF_01271	CDS	1329	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
NDPPBKPF_01272	CDS	2016	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
NDPPBKPF_01273	CDS	2490	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
NDPPBKPF_01274	CDS	567				hypothetical protein
NDPPBKPF_01275	CDS	291				hypothetical protein
NDPPBKPF_01276	CDS	570				hypothetical protein
NDPPBKPF_01277	CDS	198				hypothetical protein
NDPPBKPF_01278	CDS	489				hypothetical protein
NDPPBKPF_01279	CDS	375	cbtA			Cytoskeleton-binding toxin CbtA
NDPPBKPF_01280	CDS	369	cbeA			Cytoskeleton bundling-enhancing antitoxin CbeA
NDPPBKPF_01281	CDS	222				hypothetical protein
NDPPBKPF_01282	CDS	477				hypothetical protein
NDPPBKPF_01283	CDS	483	klcA_2			Antirestriction protein KlcA
NDPPBKPF_01284	CDS	819				hypothetical protein
NDPPBKPF_01285	CDS	234				hypothetical protein
NDPPBKPF_01286	CDS	2847	flu_2		COG3468	Antigen 43
NDPPBKPF_01287	CDS	873	era_3			GTPase Era
NDPPBKPF_01288	CDS	735				hypothetical protein
NDPPBKPF_01289	CDS	1119				hypothetical protein
NDPPBKPF_01290	CDS	624				hypothetical protein
NDPPBKPF_01291	CDS	603				hypothetical protein
NDPPBKPF_01292	CDS	207				hypothetical protein
NDPPBKPF_01293	CDS	906				IS3 family transposase IS2
NDPPBKPF_01294	CDS	366				hypothetical protein
NDPPBKPF_01295	CDS	792				hypothetical protein
NDPPBKPF_01296	CDS	600				hypothetical protein
NDPPBKPF_01297	CDS	384				hypothetical protein
NDPPBKPF_01298	CDS	426				hypothetical protein
NDPPBKPF_01299	CDS	2058				hypothetical protein
NDPPBKPF_01300	CDS	1287				hypothetical protein
NDPPBKPF_01301	CDS	654				IS3 family transposase ISLad1
NDPPBKPF_01302	CDS	1152			COG2826	IS30 family transposase IS30
NDPPBKPF_01303	CDS	390				hypothetical protein
NDPPBKPF_01304	CDS	942				hypothetical protein
NDPPBKPF_01305	CDS	1032				IS630 family transposase ISEc33
NDPPBKPF_01306	CDS	810	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
NDPPBKPF_01307	CDS	1506	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
NDPPBKPF_01308	CDS	822	iolI	5.3.99.11	COG1082	Inosose isomerase
NDPPBKPF_01309	CDS	1503				hypothetical protein
NDPPBKPF_01310	CDS	1083	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
NDPPBKPF_01311	CDS	1098	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
NDPPBKPF_01312	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
NDPPBKPF_01313	CDS	444	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
NDPPBKPF_01314	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
NDPPBKPF_01315	CDS	504				hypothetical protein
NDPPBKPF_01316	CDS	765				hypothetical protein
NDPPBKPF_01317	CDS	423	rraB		COG3076	Regulator of ribonuclease activity B
NDPPBKPF_01318	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
NDPPBKPF_01319	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
NDPPBKPF_01320	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
NDPPBKPF_01321	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
NDPPBKPF_01322	CDS	387	ridA_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
NDPPBKPF_01323	CDS	2709	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
NDPPBKPF_01324	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
NDPPBKPF_01325	CDS	1419	treB		COG1263	PTS system trehalose-specific EIIBC component
NDPPBKPF_01326	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
NDPPBKPF_01327	CDS	1353	licC_3		COG1455	Lichenan permease IIC component
NDPPBKPF_01328	CDS	1308	licH_1	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
NDPPBKPF_01329	CDS	309	celA_1	2.7.1.205		PTS system cellobiose-specific EIIB component
NDPPBKPF_01330	CDS	744	hexR_1		COG1737	HTH-type transcriptional regulator HexR
NDPPBKPF_01331	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
NDPPBKPF_01332	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
NDPPBKPF_01333	CDS	285	relE	3.1.-.-	COG2026	mRNA interferase toxin RelE
NDPPBKPF_01334	CDS	243	relB		COG3077	Antitoxin RelB
NDPPBKPF_01335	CDS	1911	licR		COG1762	putative licABCH operon regulator
NDPPBKPF_01336	CDS	1155	pgl_1	3.1.1.31	COG2706	6-phosphogluconolactonase
NDPPBKPF_01337	CDS	741	dgaF	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
NDPPBKPF_01338	CDS	1119	dgaE	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
NDPPBKPF_01339	CDS	1134		3.1.1.-	COG3964	Deacetylase
NDPPBKPF_01340	CDS	645				hypothetical protein
NDPPBKPF_01341	CDS	777				hypothetical protein
NDPPBKPF_01342	CDS	300				hypothetical protein
NDPPBKPF_01343	CDS	363				hypothetical protein
NDPPBKPF_01344	CDS	339				hypothetical protein
NDPPBKPF_01345	CDS	387	cybC		COG3783	Soluble cytochrome b562
NDPPBKPF_01346	CDS	1341	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
NDPPBKPF_01347	CDS	552				hypothetical protein
NDPPBKPF_01348	CDS	1209				hypothetical protein
NDPPBKPF_01349	CDS	528				hypothetical protein
NDPPBKPF_01350	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
NDPPBKPF_01351	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
NDPPBKPF_01352	CDS	975	yjfF			Inner membrane ABC transporter permease protein YjfF
NDPPBKPF_01353	CDS	1026	ytfT			Inner membrane ABC transporter permease protein YtfT
NDPPBKPF_01354	CDS	1503	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
NDPPBKPF_01355	CDS	957	ytfQ_2			ABC transporter periplasmic-binding protein YtfQ
NDPPBKPF_01356	CDS	531	ppa_1	3.6.1.1	COG0221	Inorganic pyrophosphatase
NDPPBKPF_01357	CDS	201				hypothetical protein
NDPPBKPF_01358	CDS	345	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein ytfP
NDPPBKPF_01359	CDS	3777	tamB		COG2911	Translocation and assembly module subunit TamB
NDPPBKPF_01360	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
NDPPBKPF_01361	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
NDPPBKPF_01362	CDS	1338				hypothetical protein
NDPPBKPF_01363	CDS	1233	rafB_1			Raffinose permease
NDPPBKPF_01364	CDS	2010	bgaA	3.2.1.23	COG1874	Beta-galactosidase BgaA
NDPPBKPF_01365	CDS	873	araC_1			Arabinose operon regulatory protein
NDPPBKPF_01366	CDS	207				hypothetical protein
NDPPBKPF_01367	CDS	558	ytfJ		COG3054	putative protein YtfJ
NDPPBKPF_01368	CDS	744	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
NDPPBKPF_01369	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
NDPPBKPF_01370	CDS	372				hypothetical protein
NDPPBKPF_01371	CDS	993	xerC_3			Tyrosine recombinase XerC
NDPPBKPF_01372	CDS	498				IS1595 family transposase ISSsu9
NDPPBKPF_01373	CDS	780	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
NDPPBKPF_01374	CDS	348	emrE		COG2076	Multidrug transporter EmrE
NDPPBKPF_01375	CDS	135	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
NDPPBKPF_01376	CDS	1032	rbsC_4		COG1172	Ribose import permease protein RbsC
NDPPBKPF_01377	CDS	642				hypothetical protein
NDPPBKPF_01378	CDS	1005	cra_1		COG1609	Catabolite repressor/activator
NDPPBKPF_01379	CDS	1401	scrB	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
NDPPBKPF_01380	CDS	1371	sacX		COG1263	Negative regulator of SacY activity
NDPPBKPF_01381	CDS	1518	scrY_2			Sucrose porin
NDPPBKPF_01382	CDS	924	scrK	2.7.1.4	COG0524	Fructokinase
NDPPBKPF_01383	CDS	768	iprA_2			Inhibitor of hydrogen peroxide resistance
NDPPBKPF_01384	CDS	345	yiaW			Inner membrane protein YiaW
NDPPBKPF_01385	CDS	1143	yibH_1		COG1566	Inner membrane protein YibH
NDPPBKPF_01386	CDS	798	fhuC_1	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
NDPPBKPF_01387	CDS	1083	hmuU_2		COG0609	Hemin transport system permease protein HmuU
NDPPBKPF_01388	CDS	1119	btuF_1			Vitamin B12-binding protein
NDPPBKPF_01389	CDS	390				hypothetical protein
NDPPBKPF_01390	CDS	456				hypothetical protein
NDPPBKPF_01391	CDS	1179	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
NDPPBKPF_01392	CDS	777	hisJ_1		COG0834	Histidine-binding periplasmic protein
NDPPBKPF_01393	CDS	954	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
NDPPBKPF_01394	CDS	390				hypothetical protein
NDPPBKPF_01395	CDS	522				hypothetical protein
NDPPBKPF_01396	CDS	765				hypothetical protein
NDPPBKPF_01397	CDS	1752				hypothetical protein
NDPPBKPF_01398	CDS	1212				hypothetical protein
NDPPBKPF_01399	CDS	2520				hypothetical protein
NDPPBKPF_01400	CDS	2655	clpV1		COG0542	Protein ClpV1
NDPPBKPF_01401	CDS	492	hcpA_2		COG3157	Major exported protein
NDPPBKPF_01402	CDS	1707	ompA_1			Outer membrane protein A
NDPPBKPF_01403	CDS	690				hypothetical protein
NDPPBKPF_01404	CDS	1344				hypothetical protein
NDPPBKPF_01405	CDS	1545				hypothetical protein
NDPPBKPF_01406	CDS	492				hypothetical protein
NDPPBKPF_01407	CDS	276			COG1662	IS1 family transposase IS1D
NDPPBKPF_01408	CDS	378			COG1662	IS1 family transposase IS1R
NDPPBKPF_01409	CDS	411				hypothetical protein
NDPPBKPF_01410	CDS	360				hypothetical protein
NDPPBKPF_01411	CDS	1599	cueO		COG2132	Blue copper oxidase CueO
NDPPBKPF_01412	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
NDPPBKPF_01413	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
NDPPBKPF_01414	CDS	663	can_1	4.2.1.1	COG0288	Carbonic anhydrase 2
NDPPBKPF_01415	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
NDPPBKPF_01416	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
NDPPBKPF_01417	CDS	441				hypothetical protein
NDPPBKPF_01418	CDS	1254				hypothetical protein
NDPPBKPF_01419	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
NDPPBKPF_01420	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
NDPPBKPF_01421	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
NDPPBKPF_01422	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
NDPPBKPF_01423	CDS	1362	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
NDPPBKPF_01424	CDS	882	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
NDPPBKPF_01425	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
NDPPBKPF_01426	CDS	717	sfsA		COG1489	Sugar fermentation stimulation protein A
NDPPBKPF_01427	CDS	537	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
NDPPBKPF_01428	CDS	2430	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
NDPPBKPF_01429	CDS	801	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
NDPPBKPF_01430	CDS	747	outN			Type II secretion system protein N
NDPPBKPF_01431	CDS	486	epsM		COG3149	Type II secretion system protein M
NDPPBKPF_01432	CDS	1164	epsL		COG3297	Type II secretion system protein L
NDPPBKPF_01433	CDS	987	gspK		COG3156	Putative type II secretion system protein K
NDPPBKPF_01434	CDS	597	xcpW		COG4795	Type II secretion system protein J
NDPPBKPF_01435	CDS	366				hypothetical protein
NDPPBKPF_01436	CDS	516	gspH		COG2165	Putative type II secretion system protein H
NDPPBKPF_01437	CDS	423	pulG			Type II secretion system protein G
NDPPBKPF_01438	CDS	1215	epsF_1		COG1459	Type II secretion system protein F
NDPPBKPF_01439	CDS	1494	epsE_1		COG2804	Type II secretion system protein E
NDPPBKPF_01440	CDS	1956	pulD			Secretin PulD
NDPPBKPF_01441	CDS	843	outC		COG3031	Type II secretion system protein C
NDPPBKPF_01442	CDS	3309	pulA	3.2.1.41		Pullulanase
NDPPBKPF_01443	CDS	558				hypothetical protein
NDPPBKPF_01444	CDS	2553	mrcB		COG0744	Penicillin-binding protein 1B
NDPPBKPF_01445	CDS	2208	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
NDPPBKPF_01446	CDS	798	fhuC_2	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
NDPPBKPF_01447	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
NDPPBKPF_01448	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
NDPPBKPF_01449	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
NDPPBKPF_01450	CDS	1512	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
NDPPBKPF_01451	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
NDPPBKPF_01452	CDS	624				hypothetical protein
NDPPBKPF_01453	CDS	801	btuF_2		COG0614	Vitamin B12-binding protein
NDPPBKPF_01454	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
NDPPBKPF_01455	CDS	1515	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
NDPPBKPF_01456	CDS	1434	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
NDPPBKPF_01457	CDS	1212	cdaR_1		COG3835	Carbohydrate diacid regulator
NDPPBKPF_01458	CDS	387				hypothetical protein
NDPPBKPF_01459	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
NDPPBKPF_01460	CDS	2664	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
NDPPBKPF_01461	CDS	795	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
NDPPBKPF_01462	CDS	726	rpsB		COG0052	30S ribosomal protein S2
NDPPBKPF_01463	CDS	852	tsf		COG0264	Elongation factor Ts
NDPPBKPF_01464	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
NDPPBKPF_01465	CDS	558	frr		COG0233	Ribosome-recycling factor
NDPPBKPF_01466	CDS	1203	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
NDPPBKPF_01467	CDS	777	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
NDPPBKPF_01468	CDS	783	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
NDPPBKPF_01469	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
NDPPBKPF_01470	CDS	2430	bamA_2		COG4775	Outer membrane protein assembly factor BamA
NDPPBKPF_01471	CDS	486	skp		COG2825	Chaperone protein Skp
NDPPBKPF_01472	CDS	1026	lpxD_2	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
NDPPBKPF_01473	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
NDPPBKPF_01474	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
NDPPBKPF_01475	CDS	1152	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
NDPPBKPF_01476	CDS	600	rnhB	3.1.26.4	COG0164	Ribonuclease HII
NDPPBKPF_01477	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
NDPPBKPF_01478	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
NDPPBKPF_01479	CDS	2190	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
NDPPBKPF_01480	CDS	390				hypothetical protein
NDPPBKPF_01481	CDS	1314	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
NDPPBKPF_01482	CDS	261	rof		COG4568	Protein rof
NDPPBKPF_01483	CDS	201				hypothetical protein
NDPPBKPF_01484	CDS	546	yaeQ		COG4681	putative protein YaeQ
NDPPBKPF_01485	CDS	414	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
NDPPBKPF_01486	CDS	699	nlpE		COG3015	Lipoprotein NlpE
NDPPBKPF_01487	CDS	843				hypothetical protein
NDPPBKPF_01488	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
NDPPBKPF_01489	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
NDPPBKPF_01490	CDS	408	rcsF			Outer membrane lipoprotein RcsF
NDPPBKPF_01491	CDS	816	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
NDPPBKPF_01492	CDS	654	metI_1		COG2011	D-methionine transport system permease protein MetI
NDPPBKPF_01493	CDS	1032	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
NDPPBKPF_01494	CDS	567	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
NDPPBKPF_01495	CDS	435				hypothetical protein
NDPPBKPF_01496	CDS	774	srlR_2		COG1349	Glucitol operon repressor
NDPPBKPF_01497	CDS	360				hypothetical protein
NDPPBKPF_01498	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
NDPPBKPF_01499	CDS	363	srlB_2		COG3731	PTS system glucitol/sorbitol-specific EIIA component
NDPPBKPF_01500	CDS	981	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
NDPPBKPF_01501	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
NDPPBKPF_01502	CDS	1080	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
NDPPBKPF_01503	CDS	108				hypothetical protein
NDPPBKPF_01504	CDS	711	mntB_4		COG1121	Manganese transport system ATP-binding protein MntB
NDPPBKPF_01505	CDS	864	mntB_5			Manganese transport system membrane protein MntB
NDPPBKPF_01506	CDS	879	mntA		COG0803	Manganese-binding lipoprotein MntA
NDPPBKPF_01507	CDS	498	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
NDPPBKPF_01508	CDS	1059	recA		COG0468	Protein RecA
NDPPBKPF_01509	CDS	501	recX		COG2137	Regulatory protein RecX
NDPPBKPF_01510	CDS	2628	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
NDPPBKPF_01511	CDS	186	csrA		COG1551	Carbon storage regulator
NDPPBKPF_01512	tRNA	93				tRNA-Ser(gct)
NDPPBKPF_01513	tRNA	77				tRNA-Arg(acg)
NDPPBKPF_01514	tRNA	77				tRNA-Arg(acg)
NDPPBKPF_01515	tRNA	77				tRNA-Arg(acg)
NDPPBKPF_01516	tRNA	77				tRNA-Arg(acg)
NDPPBKPF_01517	CDS	315				hypothetical protein
NDPPBKPF_01518	CDS	567	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
NDPPBKPF_01519	CDS	429	yqaA		COG1238	Inner membrane protein YqaA
NDPPBKPF_01520	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
NDPPBKPF_01521	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
NDPPBKPF_01522	CDS	768	nimR_2			HTH-type transcriptional regulator NimR
NDPPBKPF_01523	CDS	1677	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
NDPPBKPF_01524	CDS	1539	emrB_1			Multidrug export protein EmrB
NDPPBKPF_01525	CDS	1173	emrA_1		COG1566	Multidrug export protein EmrA
NDPPBKPF_01526	CDS	531	mprA		COG1846	Transcriptional repressor MprA
NDPPBKPF_01527	CDS	336				hypothetical protein
NDPPBKPF_01528	CDS	747	ygaZ_2		COG1296	Inner membrane protein YgaZ
NDPPBKPF_01529	CDS	999	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
NDPPBKPF_01530	CDS	1068	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
NDPPBKPF_01531	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
NDPPBKPF_01532	CDS	963	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
NDPPBKPF_01533	CDS	2142	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
NDPPBKPF_01534	CDS	411	nrdI		COG1780	Protein NrdI
NDPPBKPF_01535	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
NDPPBKPF_01536	CDS	432				hypothetical protein
NDPPBKPF_01537	CDS	1353	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
